sn,fault_time,label
SERVER_16061,2020-07-20 01:40:00,0
SERVER_25763,2020-06-26 15:32:00,0
SERVER_2905,2020-04-22 18:28:00,0
SERVER_26016,2020-09-12 11:54:00,0
SERVER_16598,2020-03-06 14:53:00,0
SERVER_26769,2020-07-13 22:41:00,0
SERVER_25800,2020-05-09 22:57:00,0
SERVER_26214,2020-10-04 13:34:00,0
SERVER_4714,2020-01-21 14:45:00,0
SERVER_26004,2020-05-18 13:21:00,0
SERVER_25863,2020-03-29 06:04:00,0
SERVER_25944,2020-06-17 14:37:00,0
SERVER_26792,2020-10-17 12:42:00,0
SERVER_26782,2020-04-14 17:48:00,0
SERVER_25986,2020-07-07 20:39:00,0
SERVER_26740,2020-03-10 19:17:00,0
SERVER_26017,2020-11-10 09:41:00,0
SERVER_25820,2020-09-03 16:18:00,0
SERVER_25884,2020-02-01 13:40:00,0
SERVER_27420,2020-08-09 10:21:00,0
SERVER_27472,2020-11-07 12:26:00,0
SERVER_25961,2020-05-17 17:04:00,0
SERVER_25808,2020-06-07 13:49:00,0
SERVER_5906,2020-03-22 01:15:00,0
SERVER_25964,2020-07-05 12:48:00,0
SERVER_26802,2020-05-19 10:54:00,0
SERVER_25959,2020-08-13 00:42:00,0
SERVER_26743,2020-09-23 02:27:00,0
SERVER_4855,2020-04-14 20:47:00,0
SERVER_5056,2020-09-10 01:46:00,0
SERVER_16032,2020-08-01 03:52:00,0
SERVER_25832,2020-03-26 14:18:00,0
SERVER_4679,2020-05-08 20:01:00,0
SERVER_16635,2020-05-06 17:54:00,0
SERVER_6102,2020-10-10 07:37:00,0
SERVER_25749,2020-03-22 18:31:00,0
SERVER_3037,2020-08-03 02:28:00,0
SERVER_3499,2020-05-09 09:10:00,0
SERVER_7063,2020-04-18 14:00:00,0
SERVER_26873,2020-09-13 20:44:00,0
SERVER_15311,2020-10-02 09:36:00,0
SERVER_25753,2020-11-21 17:40:00,0
SERVER_17014,2020-09-18 21:57:00,0
SERVER_15613,2020-10-23 21:04:00,0
SERVER_25754,2020-11-13 19:58:00,0
SERVER_26719,2020-09-10 20:49:00,0
SERVER_25756,2020-10-27 10:40:00,0
SERVER_25785,2020-10-07 11:15:00,0
SERVER_26721,2020-10-14 08:40:00,0
SERVER_17248,2020-09-22 14:48:00,0
SERVER_5018,2020-08-28 21:09:00,0
SERVER_15613,2020-09-20 14:15:00,0
SERVER_25817,2020-01-29 20:12:00,0
SERVER_25772,2020-05-23 22:47:00,0
SERVER_6010,2020-08-24 21:35:00,0
SERVER_26819,2020-01-22 22:41:00,0
SERVER_26107,2020-04-26 04:54:00,0
SERVER_26116,2020-08-06 17:04:00,0
SERVER_26146,2020-07-11 06:13:00,0
SERVER_26120,2020-07-03 15:48:00,0
SERVER_25790,2020-05-14 21:21:00,0
SERVER_26023,2020-08-19 14:43:00,0
SERVER_6724,2020-06-08 12:25:00,0
SERVER_16984,2020-07-03 21:41:00,0
SERVER_26112,2020-08-19 21:17:00,0
SERVER_26105,2020-04-25 04:55:00,0
SERVER_25818,2020-04-15 19:23:00,0
SERVER_26021,2020-07-17 09:51:00,0
SERVER_26803,2020-09-10 13:08:00,0
SERVER_26824,2020-07-31 17:18:00,0
SERVER_26119,2020-06-03 06:01:00,0
SERVER_26111,2020-07-28 12:52:00,0
SERVER_26887,2020-10-04 12:15:00,0
SERVER_7262,2020-07-11 04:54:00,0
SERVER_7187,2020-06-08 15:48:00,0
SERVER_17057,2020-09-21 12:02:00,0
SERVER_17265,2020-06-05 19:17:00,0
SERVER_17351,2020-10-03 16:22:00,0
SERVER_25840,2020-08-13 10:53:00,0
SERVER_17273,2020-10-24 00:30:00,0
SERVER_25839,2020-10-22 14:45:00,0
SERVER_26839,2020-06-13 04:52:00,0
SERVER_5524,2020-04-24 12:31:00,0
SERVER_26839,2020-09-29 03:39:00,0
SERVER_26839,2020-09-22 09:56:00,0
SERVER_5524,2020-03-27 13:29:00,0
SERVER_26898,2020-05-31 18:40:00,0
SERVER_17723,2020-06-30 01:14:00,0
SERVER_26899,2020-08-08 20:04:00,0
SERVER_25819,2020-10-04 17:23:00,0
SERVER_26903,2020-11-15 02:56:00,0
SERVER_25805,2020-04-21 22:08:00,0
SERVER_25827,2020-04-03 15:15:00,0
SERVER_25924,2020-01-26 11:15:00,0
SERVER_5136,2020-02-27 10:42:00,0
SERVER_5686,2020-07-09 15:36:00,0
SERVER_25890,2020-10-12 12:11:00,0
SERVER_25915,2020-03-24 19:43:00,0
SERVER_25907,2020-09-15 13:34:00,0
SERVER_25908,2020-09-24 09:03:00,0
SERVER_25852,2020-01-14 22:41:00,0
SERVER_25899,2020-06-22 19:34:00,0
SERVER_25920,2020-05-14 07:43:00,0
SERVER_25909,2020-03-22 19:47:00,0
SERVER_25836,2020-03-11 14:19:00,0
SERVER_25894,2020-04-22 18:04:00,0
SERVER_25830,2020-01-26 16:12:00,0
SERVER_25920,2020-05-10 06:25:00,0
SERVER_7134,2020-11-14 15:34:00,0
SERVER_6611,2020-06-24 18:38:00,0
SERVER_17417,2020-08-05 18:41:00,0
SERVER_26025,2020-04-22 12:23:00,0
SERVER_17074,2020-05-15 19:40:00,0
SERVER_6360,2020-02-27 20:31:00,0
SERVER_26011,2020-05-09 15:56:00,0
SERVER_6123,2020-04-20 03:06:00,0
SERVER_6329,2020-09-27 14:06:00,0
SERVER_6709,2020-10-11 01:43:00,0
SERVER_26058,2020-05-02 15:01:00,0
SERVER_26062,2020-05-02 11:48:00,0
SERVER_26098,2020-06-07 19:13:00,0
SERVER_26066,2020-08-08 13:39:00,0
SERVER_26045,2020-03-17 21:12:00,0
SERVER_26048,2020-06-02 19:59:00,0
SERVER_26073,2020-06-18 13:12:00,0
SERVER_26027,2020-01-29 22:19:00,0
SERVER_26029,2020-01-29 17:25:00,0
SERVER_26043,2020-04-18 03:55:00,0
SERVER_26044,2020-03-17 21:11:00,0
SERVER_26056,2020-06-17 16:22:00,0
SERVER_26084,2020-07-09 14:55:00,0
SERVER_26099,2020-07-09 17:33:00,0
SERVER_26035,2020-01-20 12:20:00,0
SERVER_26094,2020-07-09 17:22:00,0
SERVER_26070,2020-07-06 22:03:00,0
SERVER_26036,2020-09-14 01:04:00,0
SERVER_26100,2020-06-18 12:35:00,0
SERVER_26096,2020-06-18 02:04:00,0
SERVER_26028,2020-01-09 13:10:00,0
SERVER_6946,2020-08-02 16:23:00,0
SERVER_26073,2020-03-17 17:41:00,0
SERVER_26070,2020-03-17 15:05:00,0
SERVER_26031,2020-03-26 22:23:00,0
SERVER_26209,2020-09-25 14:29:00,0
SERVER_26197,2020-08-21 15:13:00,0
SERVER_26127,2020-08-26 04:42:00,0
SERVER_17614,2020-10-03 14:51:00,0
SERVER_26877,2020-10-15 12:43:00,0
SERVER_26875,2020-10-14 07:33:00,0
SERVER_26863,2020-08-30 21:20:00,0
SERVER_26206,2020-09-25 14:27:00,0
SERVER_26215,2020-11-18 11:12:00,0
SERVER_26180,2020-08-16 20:46:00,0
SERVER_7330,2020-10-18 01:22:00,0
SERVER_26864,2020-08-30 21:15:00,0
SERVER_26194,2020-10-03 13:51:00,0
SERVER_26203,2020-09-25 14:29:00,0
SERVER_26208,2020-09-25 14:27:00,0
SERVER_26883,2020-09-28 21:12:00,0
SERVER_26207,2020-09-25 14:28:00,0
SERVER_26889,2020-11-13 22:09:00,0
SERVER_26155,2020-07-31 11:34:00,0
SERVER_26881,2020-09-25 17:04:00,0
SERVER_26192,2020-11-21 11:19:00,0
SERVER_7278,2020-11-11 13:51:00,0
SERVER_26179,2020-08-13 16:57:00,0
SERVER_26170,2020-10-15 17:49:00,0
SERVER_26170,2020-11-21 11:23:00,0
SERVER_26158,2020-08-28 07:21:00,0
SERVER_26857,2020-11-22 15:53:00,0
SERVER_26867,2020-10-13 18:51:00,0
SERVER_26861,2020-09-24 17:36:00,0
SERVER_26159,2020-08-06 15:27:00,0
SERVER_26172,2020-08-20 01:13:00,0
SERVER_26170,2020-08-21 00:06:00,0
SERVER_26137,2020-08-21 16:42:00,0
SERVER_26141,2020-08-21 16:43:00,0
SERVER_26200,2020-10-08 20:31:00,0
SERVER_26222,2020-11-11 20:16:00,0
SERVER_26210,2020-11-12 14:37:00,0
SERVER_27107,2020-10-09 18:28:00,0
SERVER_26126,2020-08-28 03:24:00,0
SERVER_26175,2020-11-20 13:59:00,0
SERVER_26134,2020-09-13 11:10:00,0
SERVER_27110,2020-07-17 12:40:00,0
SERVER_26189,2020-09-18 11:50:00,0
SERVER_26139,2020-09-20 10:17:00,0
SERVER_26872,2020-09-27 17:56:00,0
SERVER_26166,2020-07-31 20:32:00,0
SERVER_26191,2020-09-11 12:07:00,0
SERVER_26133,2020-09-14 18:53:00,0
SERVER_26211,2020-10-30 16:40:00,0
SERVER_26143,2020-08-21 15:33:00,0
SERVER_26869,2020-10-10 11:34:00,0
SERVER_27086,2020-05-17 18:09:00,0
SERVER_26359,2020-03-23 07:35:00,0
SERVER_10485,2020-06-02 17:14:00,0
SERVER_26367,2020-01-29 19:21:00,0
SERVER_10180,2020-09-14 08:50:00,0
SERVER_10466,2020-10-02 09:17:00,0
SERVER_9440,2020-09-28 17:46:00,0
SERVER_7869,2020-02-14 18:15:00,0
SERVER_9029,2020-09-12 14:42:00,0
SERVER_26509,2020-01-25 13:17:00,0
SERVER_27462,2020-07-20 17:33:00,0
SERVER_9088,2020-07-18 04:24:00,0
SERVER_26389,2020-09-01 16:01:00,0
SERVER_23000,2020-10-27 11:16:00,0
SERVER_7729,2020-01-11 19:50:00,0
SERVER_13386,2020-03-06 10:17:00,0
SERVER_13461,2020-10-24 19:57:00,0
SERVER_9329,2020-04-06 00:19:00,0
SERVER_26266,2020-04-15 15:16:00,0
SERVER_26492,2020-11-25 11:21:00,0
SERVER_20575,2020-08-08 05:10:00,0
SERVER_9333,2020-06-25 05:18:00,0
SERVER_13480,2020-10-03 06:01:00,0
SERVER_26464,2020-08-14 14:35:00,0
SERVER_10516,2020-02-24 16:03:00,0
SERVER_8596,2020-08-05 19:41:00,0
SERVER_13612,2020-09-19 02:57:00,0
SERVER_20215,2020-04-17 12:54:00,0
SERVER_8797,2020-10-26 16:33:00,0
SERVER_9434,2020-03-28 11:49:00,0
SERVER_7627,2020-08-29 04:51:00,0
SERVER_8980,2020-10-01 05:45:00,0
SERVER_8416,2020-03-12 19:03:00,0
SERVER_8920,2020-07-14 07:30:00,0
SERVER_8971,2020-02-20 06:45:00,0
SERVER_8676,2020-10-20 18:12:00,0
SERVER_7590,2020-04-10 18:26:00,0
SERVER_13268,2020-05-16 03:34:00,0
SERVER_22864,2020-06-24 09:35:00,0
SERVER_20269,2020-07-21 12:35:00,0
SERVER_20247,2020-05-01 21:29:00,0
SERVER_8734,2020-10-31 18:40:00,0
SERVER_7811,2020-05-26 14:25:00,0
SERVER_27064,2020-09-25 14:37:00,0
SERVER_27452,2020-09-04 23:30:00,0
SERVER_26556,2020-01-17 15:39:00,0
SERVER_7945,2020-02-13 19:57:00,0
SERVER_27403,2020-07-27 13:55:00,0
SERVER_10459,2020-10-01 05:54:00,0
SERVER_22832,2020-08-01 11:50:00,0
SERVER_27455,2020-07-28 18:49:00,0
SERVER_20292,2020-09-08 10:57:00,0
SERVER_9335,2020-08-29 17:53:00,0
SERVER_13072,2020-03-09 21:29:00,0
SERVER_8453,2020-09-03 14:41:00,0
SERVER_26527,2020-10-15 16:32:00,0
SERVER_7997,2020-05-04 11:27:00,0
SERVER_10922,2020-09-25 20:00:00,0
SERVER_26364,2020-01-29 09:24:00,0
SERVER_8976,2020-03-15 10:41:00,0
SERVER_27480,2020-08-14 19:36:00,0
SERVER_26638,2020-03-06 14:05:00,0
SERVER_8603,2020-02-19 16:49:00,0
SERVER_8212,2020-03-13 04:37:00,0
SERVER_9534,2020-10-29 12:45:00,0
SERVER_8368,2020-05-04 20:51:00,0
SERVER_27479,2020-08-14 19:35:00,0
SERVER_26403,2020-01-24 09:36:00,0
SERVER_26254,2020-01-14 11:36:00,0
SERVER_26493,2020-08-20 18:05:00,0
SERVER_26229,2020-05-05 12:30:00,0
SERVER_10473,2020-10-28 09:35:00,0
SERVER_22948,2020-09-14 19:48:00,0
SERVER_27421,2020-10-01 01:07:00,0
SERVER_27458,2020-07-16 06:36:00,0
SERVER_9304,2020-05-29 12:06:00,0
SERVER_27444,2020-11-17 06:21:00,0
SERVER_26543,2020-10-14 17:19:00,0
SERVER_26373,2020-02-20 22:33:00,0
SERVER_13492,2020-02-10 20:21:00,0
SERVER_27087,2020-11-03 20:15:00,0
SERVER_10340,2020-06-18 11:45:00,0
SERVER_10770,2020-03-08 19:23:00,0
SERVER_7585,2020-04-22 01:18:00,0
SERVER_26419,2020-06-11 15:22:00,0
SERVER_27463,2020-07-16 12:54:00,0
SERVER_8697,2020-02-29 16:26:00,0
SERVER_26549,2020-05-03 03:52:00,0
SERVER_20246,2020-04-26 04:10:00,0
SERVER_27414,2020-08-13 09:55:00,0
SERVER_10501,2020-02-10 09:55:00,0
SERVER_26426,2020-05-01 12:04:00,0
SERVER_10923,2020-06-02 00:59:00,0
SERVER_7971,2020-09-29 07:24:00,0
SERVER_8898,2020-01-26 12:29:00,0
SERVER_26560,2020-05-03 11:53:00,0
SERVER_26639,2020-03-28 01:16:00,0
SERVER_27078,2020-09-18 13:43:00,0
SERVER_26537,2020-02-01 15:48:00,0
SERVER_27111,2020-09-30 00:53:00,0
SERVER_9010,2020-09-20 19:06:00,0
SERVER_8619,2020-08-21 22:28:00,0
SERVER_26232,2020-01-15 14:45:00,0
SERVER_26311,2020-04-15 11:30:00,0
SERVER_8618,2020-04-19 08:36:00,0
SERVER_9678,2020-10-08 02:06:00,0
SERVER_27100,2020-06-08 21:45:00,0
SERVER_10953,2020-06-07 13:37:00,0
SERVER_8556,2020-04-16 11:52:00,0
SERVER_26648,2020-05-05 23:51:00,0
SERVER_7640,2020-01-14 20:53:00,0
SERVER_7598,2020-06-20 21:24:00,0
SERVER_26640,2020-08-04 09:51:00,0
SERVER_26358,2020-02-05 13:21:00,0
SERVER_26550,2020-04-08 19:35:00,0
SERVER_22903,2020-07-18 16:06:00,0
SERVER_26371,2020-05-22 13:42:00,0
SERVER_26506,2020-05-29 10:16:00,0
SERVER_26227,2020-05-23 19:48:00,0
SERVER_9730,2020-10-03 18:33:00,0
SERVER_26687,2020-05-15 08:22:00,0
SERVER_26357,2020-09-20 14:07:00,0
SERVER_26344,2020-03-07 04:19:00,0
SERVER_22842,2020-11-11 06:53:00,0
SERVER_10448,2020-09-18 21:01:00,0
SERVER_27482,2020-08-27 16:00:00,0
SERVER_20417,2020-05-02 09:12:00,0
SERVER_26668,2020-10-10 04:51:00,0
SERVER_26413,2020-03-19 23:28:00,0
SERVER_26325,2020-01-05 15:42:00,0
SERVER_8743,2020-07-09 14:38:00,0
SERVER_26487,2020-10-05 01:55:00,0
SERVER_8892,2020-03-27 14:40:00,0
SERVER_7617,2020-02-25 18:18:00,0
SERVER_27448,2020-08-30 11:01:00,0
SERVER_27443,2020-11-07 11:35:00,0
SERVER_26264,2020-08-23 03:11:00,0
SERVER_10152,2020-06-16 21:42:00,0
SERVER_27059,2020-09-19 19:18:00,0
SERVER_26541,2020-04-19 19:38:00,0
SERVER_26326,2020-08-27 13:44:00,0
SERVER_26376,2020-05-12 16:08:00,0
SERVER_26363,2020-04-03 10:01:00,0
SERVER_26365,2020-01-28 19:16:00,0
SERVER_26485,2020-11-12 12:47:00,0
SERVER_26565,2020-04-08 22:30:00,0
SERVER_20268,2020-05-02 17:07:00,0
SERVER_26252,2020-02-25 20:33:00,0
SERVER_26449,2020-07-19 19:10:00,0
SERVER_26448,2020-04-24 22:53:00,0
SERVER_26428,2020-05-05 10:33:00,0
SERVER_26348,2020-07-10 21:55:00,0
SERVER_9637,2020-11-25 09:40:00,0
SERVER_26301,2020-05-20 18:13:00,0
SERVER_22966,2020-07-30 20:07:00,0
SERVER_27104,2020-07-04 15:43:00,0
SERVER_27428,2020-11-10 09:06:00,0
SERVER_26434,2020-05-12 15:12:00,0
SERVER_26533,2020-01-11 21:55:00,0
SERVER_26244,2020-01-12 19:24:00,0
SERVER_26443,2020-01-30 14:02:00,0
SERVER_22874,2020-09-18 10:08:00,0
SERVER_10932,2020-02-10 05:18:00,0
SERVER_26446,2020-02-23 10:30:00,0
SERVER_27415,2020-07-25 13:25:00,0
SERVER_27435,2020-10-09 17:19:00,0
SERVER_26686,2019-12-29 22:28:00,0
SERVER_26538,2020-02-16 13:38:00,0
SERVER_26284,2020-01-13 13:42:00,0
SERVER_26530,2020-10-08 15:49:00,0
SERVER_26532,2020-10-17 16:27:00,0
SERVER_7785,2020-08-25 12:49:00,0
SERVER_26252,2020-04-15 02:27:00,0
SERVER_26532,2020-09-19 04:59:00,0
SERVER_13284,2020-06-23 22:45:00,0
SERVER_26371,2020-05-03 04:36:00,0
SERVER_8204,2020-10-29 08:18:00,0
SERVER_23057,2020-09-18 22:18:00,0
SERVER_26543,2020-09-01 23:19:00,0
SERVER_8591,2020-05-20 16:09:00,0
SERVER_26446,2020-07-19 15:54:00,0
SERVER_8920,2020-02-11 12:03:00,0
SERVER_9033,2020-05-28 09:48:00,0
SERVER_7617,2020-03-04 19:29:00,0
SERVER_13055,2020-09-28 06:23:00,0
SERVER_13199,2020-08-07 06:18:00,0
SERVER_12168,2020-06-14 16:53:00,0
SERVER_11989,2020-02-28 21:46:00,0
SERVER_26591,2020-01-29 06:42:00,0
SERVER_26617,2020-07-15 18:15:00,0
SERVER_12184,2020-05-26 21:30:00,0
SERVER_11731,2020-01-23 20:52:00,0
SERVER_26300,2020-05-30 12:22:00,0
SERVER_26582,2020-11-09 18:02:00,0
SERVER_12168,2020-04-14 12:04:00,0
SERVER_13298,2020-11-03 11:06:00,0
SERVER_12229,2020-11-19 20:02:00,0
SERVER_12184,2020-05-31 20:14:00,0
SERVER_26599,2020-09-19 20:31:00,0
SERVER_10504,2020-05-10 16:10:00,0
SERVER_11532,2020-02-26 19:40:00,0
SERVER_26593,2020-08-08 10:37:00,0
SERVER_13488,2020-01-04 18:41:00,0
SERVER_13401,2020-01-22 22:11:00,0
SERVER_26608,2020-01-14 08:42:00,0
SERVER_7678,2020-04-01 19:42:00,0
SERVER_27113,2020-07-23 18:21:00,0
SERVER_11559,2020-02-10 20:10:00,0
SERVER_11856,2020-01-02 15:16:00,0
SERVER_11862,2020-02-16 13:41:00,0
SERVER_11750,2020-03-20 19:08:00,0
SERVER_26661,2020-04-28 21:15:00,0
SERVER_26606,2020-05-15 01:15:00,0
SERVER_26672,2020-04-29 15:00:00,0
SERVER_26628,2020-04-01 21:57:00,0
SERVER_26657,2020-07-13 04:53:00,0
SERVER_10894,2020-01-29 14:12:00,0
SERVER_11914,2020-05-21 11:49:00,0
